treatment,run_id,problem,arg_type,arg_mut_rate,mem_searching,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2107,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2108,for-loop-index,Numeric,0.0001,0,True,13,289,266,"[LoadStart-Num(4,0,4),Set-3-Num(10,11,10),LoadEnd-Num(2,3,12),While-Num(10,6,0),Add-Num(7,4,14),LoadStep-Num(9,5,5),Add-Num(9,14,7),TestNumLessTEqu-Num(2,14,10),While-Num(10,14,0),Close(0,4,11),Dec-Num(10,13,8),Set-0-Num(4,1,11),SubmitNum-Num(14,13,4)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2109,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2110,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2111,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2112,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2113,for-loop-index,Numeric,0.0001,0,True,16,263,211,"[LoadEnd-Num(12,13,10),Set-4-Num(3,14,15),Set-1-Num(5,0,1),Dec-Num(7,9,5),SwapMem-Num(8,2,14),SubmitNum-Num(0,12,13),LoadStep-Num(14,12,0),Sub-Num(14,12,0),LoadStart-Num(1,13,7),While-Num(3,3,8),Mult-Num(5,1,10),Sub-Num(7,1,13),TestNumGreater-Num(0,13,15),IfNot-Num(15,6,8),Add-Num(8,10,1),SubmitNum-Num(1,13,7)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2114,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2115,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2116,for-loop-index,Numeric,0.0001,0,True,10,217,183,"[CopyMem-Num(0,4,12),LoadEnd-Num(13,5,8),Close(15,15,2),Add-Num(8,4,3),SubmitNum-Num(4,8,14),LoadStep-Num(12,9,13),Add-Num(12,3,4),TestNumGreaterTEqu-Num(4,13,6),While-Num(6,2,15),Set-6-Num(9,1,1)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2117,for-loop-index,Numeric,0.0001,0,True,7,86,70,"[TestNumEqu-Num(15,9,1),Countdown-Num(1,8,0),SubmitNum-Num(0,6,13),LoadStep-Num(1,10,10),Add-Num(1,0,0),LoadEnd-Num(14,0,9),TestNumGreater-Num(14,0,1)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2118,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2119,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0001,2120,for-loop-index,Numeric,0.0001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2061,for-loop-index,Numeric,0.001,0,True,12,259,108,"[Set-0-Num(1,3,4),Close(14,11,15),LoadEnd-Num(14,5,6),Add-Num(0,1,9),TestNumGreaterTEqu-Num(9,14,15),Add-Num(8,15,1),IfNot-Num(1,10,6),SubmitNum-Num(9,7,7),LoadStep-Num(0,1,1),Add-Num(9,1,1),If-Num(15,15,8),Set-2-Num(11,5,8)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2062,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2063,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2064,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2065,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2066,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2067,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2068,for-loop-index,Numeric,0.001,0,True,12,256,209,"[LoadStep-Num(14,15,2),LoadEnd-Num(9,7,3),LoadStart-Num(4,14,8),Close(8,7,7),Sub-Num(9,14,12),Add-Num(12,4,3),Sub-Num(3,12,11),SubmitNum-Num(4,12,9),TestNumGreater-Num(12,4,8),Add-Num(14,11,4),IfNot-Num(8,8,3),Floor-Num(3,8,14)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2069,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2070,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2071,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2072,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2073,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2074,for-loop-index,Numeric,0.001,0,True,9,277,258,"[Close(11,3,12),LoadEnd-Num(2,12,1),Add-Num(0,4,4),TestNumGreaterTEqu-Num(4,2,8),IfNot-Num(8,6,1),LoadStep-Num(10,15,2),SubmitNum-Num(4,5,6),SwapMem-Num(0,10,6),Break(12,15,7)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2075,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2076,for-loop-index,Numeric,0.001,0,True,53,300,295,"[Set-13-Num(1,14,2),TestNumGreaterTEqu-Num(3,9,1),Set-6-Num(6,0,10),SwapMem-Num(12,7,11),Set-16-Num(11,0,14),Set-1-Num(8,15,1),Set-9-Num(5,5,14),LoadStart-Num(6,8,11),Set-0-Num(2,6,13),TestNumNEqu-Num(15,10,13),TestNumLessTEqu-Num(8,2,11),Set-4-Num(11,1,11),Set-2-Num(15,4,5),LoadStep-Num(1,2,11),IfNot-Num(2,12,1),SubmitNum-Num(0,15,9),TestNumLessTEqu-Num(15,14,9),Set-8-Num(5,0,4),Floor-Num(11,11,14),Div-Num(6,1,9),Set-10-Num(13,0,1),While-Num(1,9,14),Add-Num(1,6,6),Set-4-Num(4,11,1),If-Num(9,11,4),LoadEnd-Num(13,2,0),Inc-Num(7,9,7),Set-7-Num(5,11,7),Dec-Num(13,6,8),Close(11,6,14),TestNumGreaterTEqu-Num(13,6,0),IfNot-Num(0,11,9),Return(7,4,11),Set-5-Num(0,15,3),Close(14,1,3),Not-Num(5,14,12),Add-Num(1,6,14),SubmitNum-Num(6,3,4),Mod-Num(13,1,11),If-Num(9,11,4),Sub-Num(13,5,14),Not-Num(9,8,1),TestNumLessTEqu-Num(2,14,7),Inc-Num(7,9,7),TestNumGreaterTEqu-Num(13,6,0),IfNot-Num(0,11,9),Return(1,2,10),SubmitNum-Num(4,1,10),IfNot-Num(9,2,10),Set-10-Num(10,4,7),Set-14-Num(1,10,10),Set-5-Num(14,6,4),Set-8-Num(15,15,0)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2077,for-loop-index,Numeric,0.001,0,True,19,264,216,"[LoadStart-Num(5,11,0),SubmitNum-Num(5,2,11),Add-Num(5,2,6),LoadStep-Num(13,6,6),Add-Num(6,8,10),CopyMem-Num(1,3,13),Sub-Num(3,13,14),TestNumLessTEqu-Num(14,5,8),IfNot-Num(8,14,15),LoadStep-Num(0,14,9),Set-12-Num(5,14,15),TestNumLessTEqu-Num(14,10,8),SubmitNum-Num(10,2,8),While-Num(5,1,3),Add-Num(6,0,10),IfNot-Num(8,14,5),TestNumLessTEqu-Num(14,10,8),SubmitNum-Num(10,2,0),SwapMem-Num(10,6,10)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2078,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2079,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2080,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2081,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2082,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2083,for-loop-index,Numeric,0.001,0,True,11,233,201,"[LoadEnd-Num(9,13,1),LoadStart-Num(2,9,4),Set-2-Num(1,3,8),Set-11-Num(13,6,15),While-Num(13,13,4),SubmitNum-Num(2,15,7),LoadStep-Num(13,2,14),Add-Num(2,13,2),TestNumGreater-Num(9,2,0),IfNot-Num(0,14,1),While-Num(1,6,5)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2084,for-loop-index,Numeric,0.001,0,True,11,228,183,"[Sub-Num(7,2,3),LoadStart-Num(11,4,15),Inc-Num(13,6,0),Sub-Num(11,3,4),While-Num(13,11,15),SubmitNum-Num(11,4,15),Sub-Num(4,8,11),Sub-Num(4,1,13),TestNumGreater-Num(13,8,2),Sub-Num(11,3,4),Div-Num(10,2,13)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2085,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2086,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2087,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2088,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2089,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_001,2090,for-loop-index,Numeric,0.001,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2331,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2332,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2333,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2334,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2335,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2336,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2337,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2338,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2339,for-loop-index,Numeric,0.0025,0,True,9,284,158,"[LoadStep-Num(10,15,14),Sub-Num(1,10,12),While-Num(2,1,13),Add-Num(0,9,1),Sub-Num(1,13,9),LoadStep-Num(14,3,9),SubmitNum-Num(1,3,2),TestNumGreater-Num(12,9,2),SwapMem-Num(0,14,7)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2340,for-loop-index,Numeric,0.0025,0,True,10,209,158,"[LoadStep-Num(7,13,11),Not-Num(6,10,12),Add-Num(0,14,2),Set-5-Num(14,7,4),Countdown-Num(14,7,4),Div-Num(2,6,0),SubmitNum-Num(2,3,10),Add-Num(0,7,2),TestNumGreaterTEqu-Num(2,1,10),TestNumEqu-Num(10,15,14)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2341,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2342,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2343,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2344,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2345,for-loop-index,Numeric,0.0025,0,True,9,201,117,"[Set-8-Num(3,4,11),Add-Num(5,0,9),Countdown-Num(3,12,11),Add-Num(12,9,9),TestNumLessTEqu-Num(1,9,11),IfNot-Num(11,0,14),SubmitNum-Num(9,11,7),Set-9-Num(3,11,5),LoadStep-Num(12,10,9)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2346,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2347,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2348,for-loop-index,Numeric,0.0025,0,True,10,243,161,"[Countdown-Num(2,1,4),Dec-Num(1,10,1),Close(2,14,6),LoadStep-Num(3,6,3),SubmitNum-Num(0,12,4),While-Num(3,2,11),TestNumLess-Num(0,1,13),Add-Num(0,3,0),If-Num(13,7,10),SubmitNum-Num(0,12,6)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2349,for-loop-index,Numeric,0.0025,0,True,7,265,151,"[LoadStart-Num(4,15,11),SwapMem-Num(1,10,3),LoadStep-Num(13,1,3),Countdown-Num(2,13,2),SubmitNum-Num(4,2,10),Add-Num(13,4,4),TestNumGreater-Num(10,4,2)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2350,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2351,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2352,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2353,for-loop-index,Numeric,0.0025,0,True,9,212,196,"[Set-9-Num(14,9,8),SwapMem-Num(1,11,7),Countdown-Num(14,6,13),TestNumLess-Num(0,11,12),If-Num(12,4,8),Add-Num(0,2,9),SubmitNum-Num(0,1,4),Set-13-Num(14,7,1),CopyMem-Num(9,0,7)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2354,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2355,for-loop-index,Numeric,0.0025,0,True,18,231,210,"[LoadStart-Num(13,6,12),LoadStep-Num(7,11,11),LoadEnd-Num(0,14,12),TestNumGreater-Num(2,8,3),SubmitNum-Num(13,2,4),Set-6-Num(8,10,14),Div-Num(7,3,11),LoadStep-Num(4,15,3),Sub-Num(0,11,2),LoadStart-Num(7,8,10),TestNumLess-Num(7,2,10),If-Num(10,14,13),Countdown-Num(8,6,10),Add-Num(13,4,8),SubmitNum-Num(8,8,15),TestNumGreater-Num(2,8,10),SwapMem-Num(10,8,4),SwapMem-Num(10,13,0)]"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2356,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2357,for-loop-index,Numeric,0.0025,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM__MUT_0025,2358,for-loop-index,Numeric,0.0025,0,True,19,277,219,"[SubmitNum-Num(0,13,0),Set-14-Num(1,9,4),Close(6,11,6),Set-11-Num(4,1,7),LoadStep-Num(7,15,6),While-Num(1,2,10),Inc-Num(10,5,14),SwapMem-Num(7,3,3),LoadEnd-Num(15,13,8),Mult-Num(10,0,7),Dec-Num(15,1,14),While-Num(4,9,1),Add-Num(7,3,3),Set-4-Num(7,14,0),TestNumGreater-Num(3,15,1),IfNot-Num(1,1,2),SubmitNum-Num(3,0,14),IfNot-Num(14,4,9),Break(12,13,14)]"
