treatment,run_id,problem,arg_type,arg_mut_rate,mem_searching,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22211,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22212,for-loop-index,Numeric,0.005,0,True,10,293,186,"[Set-16-Num(8,2,7),LoadEnd-Num(13,0,11),SwapMem-Num(13,12,10),SubmitNum-Num(0,13,5),LoadStart-Num(3,9,8),While-Num(8,14,3),Add-Num(3,2,3),TestNumLess-Num(3,12,6),If-Num(6,0,15),SubmitNum-Num(3,12,9)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22213,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22214,for-loop-index,Numeric,0.005,0,True,7,222,139,"[SwapMem-Num(0,8,12),While-Num(2,3,1),Add-Num(8,4,4),TestNumGreater-Num(1,4,9),If-Num(9,0,11),SubmitNum-Num(4,5,12),LoadStep-Num(8,11,10)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22215,for-loop-index,Numeric,0.005,0,True,8,286,99,"[Add-Num(0,6,7),Dec-Num(1,14,1),TestNumGreater-Num(2,15,0),Countdown-Num(0,13,10),SwapMem-Num(7,0,8),Add-Num(0,2,7),SubmitNum-Num(0,2,10),TestNumGreaterTEqu-Num(1,7,0)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22216,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22217,for-loop-index,Numeric,0.005,0,True,44,300,290,"[SubmitNum-Num(0,12,11),Set-14-Num(1,9,11),Set-11-Num(12,14,8),Set-2-Num(2,4,10),TestNumGreater-Num(4,7,12),LoadStep-Num(3,8,13),Set-15-Num(7,11,11),LoadStart-Num(6,12,5),Set-3-Num(6,11,3),Mod-Num(6,9,1),Set-15-Num(13,13,12),LoadEnd-Num(3,12,10),TestNumEqu-Num(14,3,13),Set-3-Num(11,14,9),Set-7-Num(9,9,1),Set-5-Num(7,1,8),LoadStart-Num(4,4,15),LoadEnd-Num(8,4,6),Set-14-Num(6,4,1),Add-Num(11,3,2),Sub-Num(2,8,14),SwapMem-Num(14,0,5),Countdown-Num(0,12,14),LoadStep-Num(11,2,9),Set-14-Num(6,4,1),TestNumLess-Num(15,1,10),Sub-Num(7,13,7),Add-Num(4,15,3),Add-Num(11,3,2),TestNumLess-Num(2,8,14),SwapMem-Num(14,0,5),Countdown-Num(0,12,14),LoadStep-Num(11,2,9),Add-Num(4,11,3),Add-Num(11,3,2),TestNumLess-Num(2,8,14),SwapMem-Num(14,0,5),SubmitNum-Num(3,15,10),Mult-Num(3,0,4),If-Num(9,8,13),IfNot-Num(10,10,15),IfNot-Num(3,8,8),Set-5-Num(8,12,9),Set-11-Num(14,4,10)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22218,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22219,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22220,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22221,for-loop-index,Numeric,0.005,0,True,16,300,146,"[LoadStart-Num(2,1,8),LoadStart-Num(4,2,1),Add-Num(3,1,15),CopyMem-Num(1,10,13),LoadStep-Num(0,2,14),Dec-Num(10,2,11),LoadStep-Num(15,6,5),While-Num(0,9,5),TestNumGreaterTEqu-Num(10,15,9),Add-Num(3,4,15),If-Num(9,14,9),SubmitNum-Num(15,11,11),SwapMem-Num(15,13,6),TestNumGreaterTEqu-Num(11,0,4),Add-Num(0,13,3),Add-Num(3,11,15)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22222,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22223,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22224,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22225,for-loop-index,Numeric,0.005,0,True,6,276,171,"[Close(7,14,10),TestNumLessTEqu-Num(1,0,14),IfNot-Num(14,4,14),SubmitNum-Num(0,5,2),Add-Num(0,2,0),Break(8,2,11)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22226,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22227,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22228,for-loop-index,Numeric,0.005,0,True,12,214,165,"[Add-Num(9,2,9),Sub-Num(14,9,6),LoadStart-Num(9,0,12),LoadStep-Num(0,5,10),SubmitNum-Num(9,4,7),LoadStart-Num(5,10,1),Add-Num(1,6,12),While-Num(0,11,15),TestNumLess-Num(5,12,14),Add-Num(5,0,5),Countdown-Num(14,7,5),SubmitNum-Num(5,9,13)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22229,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22230,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22231,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22232,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22233,for-loop-index,Numeric,0.005,0,True,13,199,143,"[Set-12-Num(13,15,5),Add-Num(4,0,2),LoadEnd-Num(3,14,6),While-Num(13,13,2),TestNumGreaterTEqu-Num(0,0,8),Dec-Num(3,7,6),TestNumGreaterTEqu-Num(3,2,7),TestNumGreater-Num(8,7,0),IfNot-Num(0,5,8),LoadStep-Num(15,15,7),SubmitNum-Num(2,12,5),Add-Num(2,15,2),Inc-Num(3,10,6)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22234,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22235,for-loop-index,Numeric,0.005,0,True,16,179,155,"[Set-13-Num(0,5,4),LoadEnd-Num(12,12,15),LoadStart-Num(11,12,12),Close(2,10,3),Add-Num(11,4,11),SubmitNum-Num(11,5,4),Close(10,14,9),Add-Num(2,3,14),LoadStep-Num(4,12,7),Countdown-Num(14,13,14),Dec-Num(12,11,13),Close(10,5,8),Countdown-Num(0,10,9),TestNumGreater-Num(12,11,0),IfNot-Num(0,3,1),TestNumEqu-Num(4,7,15)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22236,for-loop-index,Numeric,0.005,0,True,12,287,261,"[SubmitNum-Num(0,13,14),LoadStep-Num(12,4,12),LoadEnd-Num(0,1,13),Sub-Num(0,12,2),LoadStart-Num(6,8,12),Countdown-Num(2,11,8),TestNumGreaterTEqu-Num(2,6,7),While-Num(7,6,10),LoadStep-Num(15,6,6),Add-Num(15,6,6),TestNumGreaterTEqu-Num(2,6,7),SubmitNum-Num(6,11,11)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22237,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22238,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22239,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22240,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22241,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22242,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22243,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22244,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22245,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22246,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22247,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22248,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22249,for-loop-index,Numeric,0.005,0,True,11,237,221,"[LoadStep-Num(12,8,7),Add-Num(0,11,13),SwapMem-Num(2,0,15),LoadEnd-Num(5,8,6),Countdown-Num(0,14,0),Add-Num(13,12,2),TestNumGreaterTEqu-Num(2,5,0),SubmitNum-Num(13,15,13),Dec-Num(0,3,14),Sub-Num(2,0,14),Add-Num(0,14,13)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22250,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22251,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22252,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22253,for-loop-index,Numeric,0.005,0,True,7,226,172,"[SubmitNum-Num(0,6,15),While-Num(2,10,8),LoadEnd-Num(12,15,14),Add-Num(0,2,0),TestNumGreater-Num(12,0,12),If-Num(12,4,15),SubmitNum-Num(0,6,9)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22254,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22255,for-loop-index,Numeric,0.005,0,True,15,281,202,"[SwapMem-Num(10,2,12),Sub-Num(7,10,1),LoadStart-Num(15,7,13),Sub-Num(0,1,0),Set-1-Num(8,8,4),While-Num(8,2,2),SubmitNum-Num(15,3,14),LoadEnd-Num(12,12,9),Inc-Num(0,9,0),TestNumLess-Num(12,0,3),Add-Num(10,15,12),Add-Num(10,12,0),Add-Num(15,10,15),If-Num(3,2,0),While-Num(8,0,7)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22256,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22257,for-loop-index,Numeric,0.005,0,True,13,209,132,"[SwapMem-Num(2,13,6),LoadStart-Num(5,0,13),SubmitNum-Num(5,12,12),Close(2,6,3),Add-Num(13,5,4),Add-Num(4,10,5),Set-1-Num(12,10,8),Countdown-Num(12,1,12),TestNumGreaterTEqu-Num(4,1,12),Close(5,3,15),SubmitNum-Num(5,7,12),Countdown-Num(12,4,14),Set-13-Num(3,11,2)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22258,for-loop-index,Numeric,0.005,0,True,14,263,85,"[SubmitNum-Num(0,15,13),LoadStart-Num(9,14,7),Add-Num(2,2,11),SwapMem-Num(9,1,11),Set-6-Num(13,2,3),Countdown-Num(11,3,12),Add-Num(1,2,2),TestNumGreaterTEqu-Num(2,9,15),LoadStep-Num(1,2,14),Countdown-Num(11,6,11),Mod-Num(15,13,11),Close(12,0,2),SubmitNum-Num(2,2,13),Set-11-Num(11,4,11)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22259,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22260,for-loop-index,Numeric,0.005,0,True,18,300,286,"[Set-13-Num(5,5,5),LoadStart-Num(6,12,4),Set-14-Num(12,0,0),Dec-Num(1,15,4),Set-0-Num(11,15,6),LoadEnd-Num(11,10,7),LoadStep-Num(10,2,12),Add-Num(3,6,3),Countdown-Num(5,6,10),SubmitNum-Num(3,1,0),Sub-Num(1,10,5),TestNumLess-Num(5,3,4),Set-8-Num(5,5,6),LoadStep-Num(9,15,11),Add-Num(3,9,3),If-Num(4,4,9),Not-Num(5,6,1),Sub-Num(6,4,11)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22261,for-loop-index,Numeric,0.005,0,True,8,280,126,"[CopyMem-Num(0,13,11),Close(15,1,8),SubmitNum-Num(13,4,13),Add-Num(13,2,6),TestNumLess-Num(6,1,8),Sub-Num(6,11,13),IfNot-Num(8,8,15),Set-2-Num(1,1,15)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22262,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22263,for-loop-index,Numeric,0.005,0,True,8,240,225,"[LoadEnd-Num(9,12,10),SubmitNum-Num(0,1,5),LoadStep-Num(3,14,4),While-Num(3,3,7),Add-Num(3,0,0),TestNumLess-Num(0,9,1),If-Num(1,14,4),SubmitNum-Num(0,4,2)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22264,for-loop-index,Numeric,0.005,0,True,10,232,223,"[Close(4,14,15),Add-Num(0,9,12),SubmitNum-Num(12,10,12),LoadStep-Num(15,10,4),LoadEnd-Num(2,13,2),Add-Num(15,12,0),TestNumGreater-Num(2,0,7),If-Num(7,9,7),If-Num(5,0,1),Set-15-Num(0,14,10)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22265,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22266,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22267,for-loop-index,Numeric,0.005,0,True,9,204,114,"[Set-13-Num(3,14,14),SubmitNum-Num(0,10,4),LoadStart-Num(8,11,1),While-Num(3,15,13),Sub-Num(1,2,7),TestNumGreater-Num(7,8,3),Add-Num(8,2,8),If-Num(3,8,7),SubmitNum-Num(8,10,7)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22268,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22269,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22270,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22271,for-loop-index,Numeric,0.005,0,True,8,255,159,"[Add-Num(0,11,14),SubmitNum-Num(14,4,1),Close(14,9,13),Add-Num(14,2,14),TestNumLess-Num(14,1,5),While-Num(5,13,4),SubmitNum-Num(14,8,6),Break(4,13,12)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22272,for-loop-index,Numeric,0.005,0,True,8,195,177,"[LoadStep-Num(12,10,11),Set-6-Num(1,6,4),Add-Num(0,4,11),LoadEnd-Num(8,0,13),Countdown-Num(1,3,13),SubmitNum-Num(11,3,9),Add-Num(12,11,11),TestNumGreater-Num(8,11,1)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22273,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22274,for-loop-index,Numeric,0.005,0,True,14,259,115,"[LoadEnd-Num(8,8,5),LoadStep-Num(7,0,8),Dec-Num(8,0,1),TestNumGreater-Num(2,13,0),LoadStart-Num(4,6,0),Add-Num(4,9,15),SwapMem-Num(8,5,4),While-Num(0,4,2),Div-Num(15,0,2),TestNumLessTEqu-Num(2,5,10),Add-Num(7,15,15),CopyMem-Num(10,12,14),If-Num(12,6,15),SubmitNum-Num(2,10,14)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22275,for-loop-index,Numeric,0.005,0,True,14,300,281,"[Inc-Num(8,0,5),LoadStart-Num(10,0,6),While-Num(8,11,9),LoadEnd-Num(13,9,9),LoadEnd-Num(9,9,15),LoadStep-Num(5,12,13),Add-Num(1,10,10),While-Num(8,0,12),Sub-Num(10,13,6),LoadStep-Num(1,4,4),Sub-Num(9,5,9),SubmitNum-Num(6,1,10),TestNumGreater-Num(9,6,8),Break(8,10,5)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22276,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22277,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22278,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22279,for-loop-index,Numeric,0.005,0,True,9,224,206,"[Close(13,1,0),LoadStep-Num(11,11,11),Dec-Num(1,13,14),SubmitNum-Num(0,6,5),Add-Num(11,0,0),TestNumLess-Num(1,0,9),LoadEnd-Num(1,3,1),Countdown-Num(9,6,11),CopyMem-Num(2,9,4)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22280,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22281,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22282,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22283,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22284,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22285,for-loop-index,Numeric,0.005,0,True,7,263,242,"[Add-Num(0,11,10),Close(14,12,13),TestNumLess-Num(10,1,0),If-Num(0,8,14),SubmitNum-Num(10,11,15),Add-Num(2,10,10),Break(0,5,6)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22286,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22287,for-loop-index,Numeric,0.005,0,True,6,287,78,"[LoadStart-Num(15,1,10),Set-2-Num(7,15,9),Countdown-Num(7,3,2),SubmitNum-Num(15,5,0),Add-Num(2,15,15),TestNumGreater-Num(1,15,7)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22288,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22289,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22290,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22291,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22292,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22293,for-loop-index,Numeric,0.005,0,True,7,192,96,"[Set-15-Num(12,9,9),Countdown-Num(12,13,15),LoadEnd-Num(14,5,14),Dec-Num(14,14,6),SubmitNum-Num(0,12,14),Add-Num(0,2,0),TestNumLessTEqu-Num(0,14,12)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22294,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22295,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22296,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22297,for-loop-index,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22298,for-loop-index,Numeric,0.005,0,True,9,281,266,"[SubmitNum-Num(0,7,14),LoadStart-Num(6,2,9),Close(14,6,9),Add-Num(6,2,6),LoadEnd-Num(0,7,12),TestNumGreater-Num(0,6,14),While-Num(14,0,13),SubmitNum-Num(6,15,6),Break(6,15,11)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,22299,for-loop-index,Numeric,0.005,0,True,16,280,220,"[SwapMem-Num(2,0,11),Close(1,0,4),Inc-Num(9,0,3),Mult-Num(0,9,12),Add-Num(12,2,7),CopyMem-Num(7,8,1),Set-6-Num(11,13,14),Close(0,10,6),SubmitNum-Num(2,0,15),LoadEnd-Num(15,1,5),Dec-Num(15,2,14),Countdown-Num(11,6,14),TestNumGreater-Num(8,15,11),IfNot-Num(11,10,12),SubmitNum-Num(8,3,15),Break(11,13,5)]"
